,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,shipping_days,arrival_status,estimated_days,arrival_days,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
62304,porto alegre,RS,2017-05-31 13:07:23,2017-05-31 13:22:57,2017-06-01 14:26:33,2017-06-02 16:03:11,2017-06-13,5,,,2017-06-03 00:00:00,2017-06-26 17:31:59,2017-06-06 13:22:57,79.0,12.26,58.0,945.0,1.0,1167.0,1,credit_card,4,182.52,porto alegre,RS,electronics,Electronics,7038.0,1,OnTime/Early,12,2,Fast,Very Fast,Very Fast
89129,jundiai,SP,2018-08-01 22:58:06,2018-08-01 23:10:09,2018-08-03 15:03:00,2018-08-09 14:34:58,2018-08-14,5,Muito bom ,Excelente !!!,2018-08-10 00:00:00,2018-08-10 18:18:28,2018-08-07 23:10:09,150.0,17.64,53.0,616.0,1.0,4000.0,1,credit_card,1,531.73,sao paulo,SP,furniture_decor,Furniture,31500.0,5,OnTime/Early,12,7,Fast,Very Fast,Very Fast
102197,caldas novas,GO,2018-01-31 16:57:55,2018-01-31 20:10:16,2018-02-02 22:58:47,2018-02-14 21:39:17,2018-03-06,5,,muito bem atendido,2018-02-15 00:00:00,2018-02-19 18:20:06,2018-02-06 20:10:16,16.9,15.1,49.0,1485.0,2.0,210.0,1,boleto,1,96.0,mineiros do tiete,SP,sports_leisure,Entertainment,3536.0,11,OnTime/Early,33,14,Slow,Fast,Fast
57650,santa isabel do para,PA,2018-01-30 23:41:41,2018-02-01 09:53:13,2018-02-08 02:08:41,2018-02-21 17:19:12,2018-03-13,5,,Ótima vendedor muito bom OBG.,2018-02-22 00:00:00,2018-02-22 21:15:14,2018-02-07 09:53:13,49.0,25.63,61.0,440.0,1.0,250.0,1,credit_card,1,74.63,santos,SP,telephony,Electronics,1512.0,13,OnTime/Early,41,21,Very Slow,Neutral,Fast
10049,belo horizonte,MG,2017-11-24 16:09:01,2017-11-24 20:13:28,2017-11-27 19:41:47,2017-12-11 15:34:28,2017-12-19,4,,,2017-12-12 00:00:00,2017-12-14 16:19:57,2017-11-30 20:13:28,16.9,15.1,60.0,198.0,3.0,200.0,1,credit_card,3,32.0,cruzeiro,SP,auto,Electronics,3872.0,13,OnTime/Early,24,16,Neutral,Neutral,Fast
86402,campinas,SP,2017-06-23 11:35:41,2017-06-23 11:50:14,2017-06-26 13:03:49,2017-07-03 06:33:36,2017-07-10,2,,"Passei o dia em casa, na noite fui ver o status da compra e tava que o carteiro não foi atendido, no dia seguinte já estava disponível pra ir buscar nos correios. 1 tentativa e depois correios?",2017-07-04 00:00:00,2017-07-06 15:02:25,2017-07-03 11:50:14,84.99,8.79,59.0,1071.0,1.0,550.0,1,credit_card,3,93.78,santo andre,SP,perfumery,Beauty & Health,5040.0,6,OnTime/Early,16,9,Neutral,Fast,Very Fast
40717,rio de janeiro,RJ,2018-04-20 23:36:43,2018-04-24 18:59:21,2018-04-24 22:51:38,2018-04-26 23:42:01,2018-05-29,5,,,2018-04-27 00:00:00,2018-04-28 03:44:36,2018-04-26 00:31:12,19.95,15.23,26.0,1016.0,1.0,200.0,1,credit_card,3,35.18,sao paulo,SP,books_technical,Books & Stationery,588.0,2,OnTime/Early,38,6,Slow,Very Fast,Very Fast
69767,sao paulo,SP,2018-02-02 11:14:39,2018-02-02 12:15:36,2018-02-06 22:43:39,2018-02-15 17:20:50,2018-03-02,4,,,2018-02-16 00:00:00,2018-02-21 01:41:37,2018-02-12 12:15:36,59.7,11.92,53.0,994.0,1.0,650.0,1,credit_card,1,71.62,sao jose do rio preto,SP,health_beauty,Beauty & Health,1456.0,8,OnTime/Early,27,13,Slow,Fast,Fast
101899,sao paulo,SP,2017-07-20 05:01:48,2017-07-20 05:15:06,2017-07-20 19:39:55,2017-07-26 19:33:11,2017-08-09,3,,,2017-07-27 00:00:00,2017-07-27 23:45:38,2017-07-26 05:15:06,89.9,12.13,56.0,176.0,1.0,1825.0,1,credit_card,2,102.03,ibitinga,SP,home_confort,Home & Garden,21200.0,5,OnTime/Early,19,6,Neutral,Very Fast,Very Fast
65735,sao paulo,SP,2018-08-13 00:00:57,2018-08-13 00:10:37,2018-08-13 15:30:00,2018-08-15 21:57:39,2018-08-17,5,,,2018-08-16 00:00:00,2018-08-22 00:58:40,2018-08-16 00:10:37,43.9,7.57,58.0,568.0,4.0,200.0,1,credit_card,1,102.94,sao paulo,SP,sports_leisure,Entertainment,2600.0,2,OnTime/Early,3,2,Very Fast,Very Fast,Very Fast
83266,rio de janeiro,RJ,2017-06-28 02:56:16,2017-06-28 03:10:12,2017-06-28 14:19:50,2017-07-04 13:22:33,2017-07-20,5,,,2017-07-05 00:00:00,2017-07-09 15:33:57,2017-07-04 03:10:12,46.9,16.6,58.0,955.0,3.0,1300.0,1,credit_card,6,63.5,sao paulo,SP,computers_accessories,Electronics,3300.0,5,OnTime/Early,21,6,Neutral,Very Fast,Very Fast
108573,sao paulo,SP,2018-05-21 11:15:00,2018-05-23 14:14:39,2018-06-01 14:04:00,2018-06-15 00:49:38,2018-06-06,1,,,2018-06-10 00:00:00,2018-06-10 11:12:42,2018-05-28 14:14:39,298.6,78.09,34.0,665.0,4.0,24200.0,1,credit_card,5,376.69,amparo,SP,housewares,Home & Garden,216000.0,13,Late,15,24,Fast,Neutral,Fast
105870,entre rios,BA,2018-03-15 22:12:35,2018-03-15 22:30:53,2018-03-20 18:22:26,2018-03-29 11:06:46,2018-04-09,4,,,2018-03-30 00:00:00,2018-03-30 21:04:14,2018-03-21 22:30:53,95.0,37.36,59.0,700.0,2.0,550.0,1,credit_card,8,132.36,rio de janeiro,RJ,watches_gifts,Electronics,5700.0,8,OnTime/Early,24,13,Neutral,Fast,Fast
56286,nova iguacu,RJ,2017-05-16 16:14:09,2017-05-16 16:25:21,2017-05-17 12:06:07,2017-05-22 14:46:40,2017-06-07,4,,O calor do frete saiu quase a metade do preço do produto. Acho q precisa avaliar esse valor. ,2017-05-23 00:00:00,2017-05-24 13:46:28,2017-05-22 16:25:21,99.0,30.53,36.0,450.0,1.0,9000.0,1,credit_card,4,129.53,cariacica,ES,garden_tools,Furniture,19656.0,5,OnTime/Early,21,5,Neutral,Very Fast,Very Fast
82748,ourilandia do norte,PA,2018-02-18 20:09:41,2018-02-18 21:15:32,2018-02-21 14:49:26,2018-03-12 19:28:48,2018-03-29,4,,,2018-03-13 00:00:00,2018-03-14 01:34:50,2018-02-22 21:15:32,879.99,32.7,43.0,281.0,2.0,550.0,1,credit_card,5,912.69,barueri,SP,watches_gifts,Electronics,3744.0,19,OnTime/Early,38,21,Slow,Neutral,Neutral
102649,rio de janeiro,RJ,2017-06-28 16:48:44,2017-06-28 17:24:16,2017-07-06 12:12:42,2017-07-12 18:48:02,2017-07-27,4,,,2017-07-13 00:00:00,2017-07-13 23:09:42,2017-07-11 17:24:16,49.99,16.6,34.0,1717.0,4.0,500.0,1,credit_card,6,66.59,indaiatuba,SP,furniture_decor,Furniture,6750.0,6,OnTime/Early,28,14,Slow,Fast,Very Fast
24618,saloa,PE,2018-01-16 12:38:49,2018-01-16 12:52:11,2018-01-19 16:29:01,2018-01-30 19:58:13,2018-03-01,5,,Eu compraria novamente,2018-01-31 00:00:00,2018-02-01 11:24:37,2018-01-22 12:52:11,55.0,0.06,54.0,354.0,1.0,1250.0,1,credit_card,3,256.09,pedreira,SP,housewares,Home & Garden,27000.0,11,OnTime/Early,43,14,Very Slow,Fast,Fast
81671,itatiaia,RJ,2018-06-11 18:16:15,2018-06-11 18:42:06,2018-06-12 13:26:00,2018-06-23 17:38:21,2018-07-11,5,,,2018-06-24 00:00:00,2018-06-26 21:13:19,2018-06-13 18:32:32,39.9,23.08,22.0,380.0,3.0,1550.0,1,credit_card,6,62.98,serra negra,SP,furniture_decor,Furniture,21000.0,11,OnTime/Early,29,11,Slow,Fast,Fast
106238,itabirito,MG,2017-04-20 23:09:14,2017-04-20 23:22:00,2017-04-25 10:49:15,2017-05-02 17:56:36,2017-05-19,5,,"Perfeito!
Atendimento on line vio.",2017-05-03 00:00:00,2017-05-06 12:30:25,2017-04-26 23:22:00,229.0,21.68,60.0,216.0,3.0,2300.0,1,credit_card,7,250.68,osasco,SP,home_confort,Home & Garden,24000.0,7,OnTime/Early,28,11,Slow,Fast,Very Fast
58175,niteroi,RJ,2018-06-15 19:16:33,2018-06-15 19:42:21,2018-06-20 13:29:00,2018-06-24 14:56:49,2018-07-11,4,,,2018-06-25 00:00:00,2018-06-26 15:54:44,2018-06-21 19:31:49,35.0,15.35,57.0,2026.0,3.0,100.0,1,credit_card,1,50.35,guarulhos,SP,health_beauty,Beauty & Health,1331.0,4,OnTime/Early,25,8,Slow,Fast,Very Fast
62213,sao paulo,SP,2017-03-05 17:16:27,2017-03-05 17:30:07,2017-03-07 18:07:48,2017-03-10 06:05:12,2017-04-03,1,,,2017-03-11 00:00:00,2017-03-13 23:37:58,2017-03-20 17:30:07,20.9,10.96,37.0,100.0,1.0,200.0,1,credit_card,1,31.86,santos,SP,computers_accessories,Electronics,7260.0,2,OnTime/Early,28,4,Slow,Very Fast,Very Fast
65676,patos de minas,MG,2017-05-31 01:17:48,2017-05-31 01:30:17,2017-05-31 15:38:15,2017-06-14 18:24:55,2017-06-27,5,,,2017-06-15 00:00:00,2017-06-16 11:38:57,2017-06-08 01:30:17,144.0,15.76,42.0,728.0,2.0,400.0,1,credit_card,1,159.76,guariba,SP,watches_gifts,Electronics,512.0,14,OnTime/Early,26,14,Slow,Fast,Fast
47188,santo andre,SP,2017-11-28 23:52:10,2017-11-29 00:15:39,2017-11-30 22:11:10,2017-12-03 15:12:28,2017-12-12,5,,,2017-12-04 00:00:00,2017-12-04 17:50:48,2017-12-05 00:15:39,150.0,9.86,32.0,473.0,1.0,400.0,1,credit_card,1,159.86,sao paulo,SP,toys,Entertainment,6624.0,2,OnTime/Early,13,4,Fast,Very Fast,Very Fast
82262,campinas,SP,2018-06-01 19:50:29,2018-06-05 04:31:04,2018-06-07 09:07:00,2018-06-08 14:02:30,2018-06-26,5,,,2018-06-09 00:00:00,2018-06-11 19:05:41,2018-06-13 04:30:33,189.9,12.66,59.0,365.0,1.0,1700.0,1,boleto,1,202.56,piracicaba,SP,bed_bath_table,Furniture,11340.0,1,OnTime/Early,24,6,Neutral,Very Fast,Very Fast
39032,navegantes,SC,2018-05-07 09:01:58,2018-05-08 04:34:10,2018-05-10 12:35:00,2018-05-14 18:52:56,2018-05-30,5,TAvaliação da entrega Car,Adquiri 4 cartuchos 41 Canon e recebi somente 2 até o momento.,2018-05-15 00:00:00,2018-05-16 04:42:04,2018-05-14 04:32:04,194.8,19.24,38.0,511.0,1.0,100.0,1,boleto,1,856.16,parai,RS,computers_accessories,Electronics,1536.0,4,OnTime/Early,22,7,Neutral,Very Fast,Very Fast
49804,feira de santana,BA,2018-04-24 13:18:10,2018-04-24 17:29:26,2018-04-25 14:17:00,2018-05-10 20:03:34,2018-05-11,5,,,2018-05-11 00:00:00,2018-05-14 21:37:01,2018-04-30 13:31:57,76.99,15.55,41.0,1641.0,1.0,1850.0,1,credit_card,2,92.54,sao paulo,SP,books_technical,Books & Stationery,3000.0,15,OnTime/Early,16,16,Neutral,Neutral,Fast
1488,curitiba,PR,2018-02-14 15:36:39,2018-02-14 16:20:21,2018-02-15 00:35:21,2018-02-21 19:08:19,2018-03-09,5,,,2018-02-22 00:00:00,2018-02-22 22:29:16,2018-02-20 14:50:36,89.0,14.35,59.0,740.0,1.0,2689.0,1,credit_card,5,206.7,cascavel,PR,bed_bath_table,Furniture,32292.0,6,OnTime/Early,22,7,Neutral,Very Fast,Very Fast
8832,sao paulo,SP,2017-12-18 17:59:45,2017-12-18 19:16:32,2017-12-19 22:32:58,2017-12-27 00:09:33,2018-01-11,4,,,2017-12-28 00:00:00,2018-01-10 23:31:41,2017-12-22 19:16:32,23.8,14.1,56.0,595.0,1.0,260.0,1,credit_card,3,37.9,belo horizonte,MG,sports_leisure,Entertainment,6720.0,7,OnTime/Early,23,8,Neutral,Fast,Very Fast
27725,sao paulo,SP,2018-07-02 23:13:07,2018-07-05 16:20:18,2018-07-05 11:55:00,2018-07-10 19:05:23,2018-07-25,4,,"Os quadros são lindos!!! Amei! E chegou antes do prazo!
Só não dei 5 estrelas, pois um deles veio com um defeito na moldura embaixo. ",2018-07-11 00:00:00,2018-07-12 18:41:46,2018-07-05 16:31:40,249.9,35.83,55.0,408.0,1.0,8150.0,1,credit_card,1,85.73,curitiba,PR,furniture_decor,Furniture,32760.0,5,OnTime/Early,22,7,Neutral,Very Fast,Very Fast
58786,lagoa vermelha,RS,2018-08-07 22:40:08,2018-08-07 22:50:21,2018-08-10 12:49:00,2018-08-16 19:26:57,2018-08-29,5,bom,,2018-08-17 00:00:00,2018-08-20 10:59:15,2018-08-13 22:50:21,69.9,19.68,57.0,262.0,2.0,950.0,1,credit_card,1,89.58,pirituba,SP,sports_leisure,Entertainment,13500.0,6,OnTime/Early,21,8,Neutral,Fast,Very Fast
75782,porto alegre,RS,2017-02-11 16:52:47,2017-02-11 17:05:13,2017-02-13 10:43:41,2017-02-17 10:05:03,2017-03-14,5,,"Ótimo vendedor.
",2017-02-18 00:00:00,2017-02-19 00:34:33,2017-02-15 16:52:47,159.9,16.33,57.0,1235.0,3.0,1200.0,1,credit_card,1,176.23,joinville,SC,toys,Entertainment,7644.0,3,OnTime/Early,30,5,Slow,Very Fast,Very Fast
85868,campinas,SP,2017-11-03 12:26:39,2017-11-03 12:46:14,2017-11-04 09:59:39,2017-11-06 17:32:27,2017-11-16,5,,,2017-11-07 00:00:00,2017-11-12 01:19:12,2017-11-09 12:46:14,155.99,8.35,32.0,902.0,1.0,150.0,1,credit_card,1,164.34,carapicuiba,SP,consoles_games,Electronics,1080.0,2,OnTime/Early,12,3,Fast,Very Fast,Very Fast
9861,rio de janeiro,RJ,2018-03-01 10:48:09,2018-03-01 11:14:34,2018-03-02 18:07:22,2018-04-04 12:53:42,2018-03-19,1,,O produto não chegou está muito atrasado. Pessima essa loja,2018-03-21 00:00:00,2018-03-21 15:50:01,2018-03-07 11:14:34,7.9,14.1,50.0,366.0,4.0,200.0,1,credit_card,1,22.0,mogi das cruzes,SP,stationery,Books & Stationery,11475.0,32,Late,17,34,Neutral,Slow,Slow
106367,indiara,GO,2017-12-20 13:01:13,2017-12-20 13:14:16,2017-12-20 23:05:02,2018-01-05 17:48:21,2018-01-19,5,,muito bom,2018-01-06 00:00:00,2018-01-11 22:27:40,2017-12-27 13:13:46,24.99,15.1,59.0,540.0,4.0,300.0,1,credit_card,3,46.92,sao paulo,SP,telephony,Electronics,816.0,15,OnTime/Early,29,16,Slow,Neutral,Fast
46177,brasilia,DF,2018-07-03 18:18:34,2018-07-05 16:26:57,2018-07-04 14:51:00,2018-07-09 16:34:28,2018-07-25,5,,,2018-07-10 00:00:00,2018-07-10 22:28:34,2018-07-06 10:31:18,69.99,18.59,58.0,601.0,2.0,100.0,1,credit_card,4,88.58,araguari,MG,consoles_games,Electronics,11592.0,5,OnTime/Early,21,5,Neutral,Very Fast,Very Fast
72266,salvador,BA,2018-02-24 18:35:03,2018-02-24 18:47:24,2018-02-27 16:34:13,2018-04-15 15:48:39,2018-03-21,4,,Até o momento não recebi o produto ( Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives.,2018-03-23 00:00:00,2018-03-28 12:48:29,2018-03-01 18:47:24,39.99,15.79,46.0,708.0,3.0,317.0,1,boleto,1,55.78,sao paulo,SP,stationery,Books & Stationery,6776.0,46,Late,24,49,Neutral,Very Slow,Very Slow
85777,rio de janeiro,RJ,2017-08-21 15:22:48,2017-08-23 02:56:02,2017-08-24 16:59:53,2017-09-04 20:15:53,2017-09-22,5,,,2017-09-05 00:00:00,2017-09-06 14:54:18,2017-09-08 02:56:02,149.88,16.81,55.0,209.0,1.0,517.0,1,boleto,1,166.69,itauna,MG,computers_accessories,Electronics,5577.0,11,OnTime/Early,31,14,Slow,Fast,Fast
